book_id,ethiopian_month,ethiopian_day,is_annual,kind
GZ-TAM-003,9,30,0,ALWAYS
GZ-TAM-003,10,1,0,ALWAYS
GZ-TAM-003,10,2,0,ALWAYS
GZ-TAM-003,10,3,0,ALWAYS
GZ-TAM-003,10,4,0,ALWAYS
GZ-TAM-003,10,5,0,ALWAYS
GZ-TAM-003,10,6,0,ALWAYS
GZ-TAM-003,10,7,0,ALWAYS
GZ-TAM-003,10,8,0,ALWAYS
GZ-TAM-003,10,9,0,ALWAYS
GZ-TAM-003,10,10,0,ALWAYS
GZ-TAM-003,10,11,0,ALWAYS
GZ-TAM-003,10,12,0,ALWAYS
GZ-TAM-003,10,13,0,ALWAYS
GZ-TAM-003,10,14,0,ALWAYS
GZ-TAM-003,10,15,0,ALWAYS
GZ-TAM-003,10,16,0,ALWAYS
GZ-TAM-003,10,17,0,ALWAYS
GZ-TAM-003,10,18,0,ALWAYS
GZ-TAM-003,10,19,0,ALWAYS
GZ-TAM-003,10,20,0,ALWAYS
GZ-TAM-003,10,21,0,ALWAYS
GZ-TAM-003,10,22,0,ALWAYS
GZ-TAM-003,10,23,0,ALWAYS
GZ-TAM-003,10,24,0,ALWAYS
GZ-TAM-003,10,25,0,ALWAYS
GZ-TAM-003,10,26,0,ALWAYS
GZ-TAM-003,10,27,0,ALWAYS
GZ-TAM-003,10,28,0,ALWAYS
GZ-TAM-003,10,29,0,ALWAYS
GZ-TAM-003,10,30,0,ALWAYS
GZ-TAM-003,11,1,0,ALWAYS
GZ-TAM-003,11,2,0,ALWAYS
GZ-TAM-003,11,3,0,ALWAYS
GZ-TAM-003,11,4,0,ALWAYS
GZ-TAM-003,11,5,0,ALWAYS
GZ-TAM-003,11,6,0,ALWAYS
GZ-TAM-003,11,7,0,ALWAYS
GZ-TAM-003,11,8,0,ALWAYS
GZ-TAM-003,11,9,0,ALWAYS
GZ-TAM-003,11,10,0,ALWAYS
GZ-TAM-003,11,11,0,ALWAYS
GZ-TAM-003,11,12,0,ALWAYS
GZ-TAM-003,11,13,0,ALWAYS
GZ-TAM-003,11,14,0,ALWAYS
GZ-TAM-003,11,15,0,ALWAYS
GZ-TAM-003,11,16,0,ALWAYS
GZ-TAM-003,11,17,0,ALWAYS
GZ-TAM-003,11,18,0,ALWAYS
GZ-TAM-003,11,19,0,ALWAYS
GZ-TAM-003,11,20,0,ALWAYS
GZ-TAM-003,11,21,0,ALWAYS
GZ-TAM-003,11,22,0,ALWAYS
GZ-TAM-003,11,23,0,ALWAYS
GZ-TAM-003,11,24,0,ALWAYS
GZ-TAM-003,11,25,0,ALWAYS
GZ-TAM-003,11,26,0,ALWAYS
GZ-TAM-003,11,27,0,ALWAYS
GZ-TAM-003,11,28,0,ALWAYS
GZ-TAM-003,11,29,0,ALWAYS
GZ-TAM-003,11,30,0,ALWAYS
GZ-TAM-003,12,1,0,ALWAYS
GZ-TAM-003,12,2,0,ALWAYS
GZ-TAM-003,12,3,0,ALWAYS
GZ-TAM-003,12,4,0,ALWAYS
GZ-TAM-003,12,5,0,ALWAYS
GZ-TAM-003,12,6,0,ALWAYS
GZ-TAM-003,12,7,0,ALWAYS
GZ-TAM-003,12,8,0,ALWAYS
GZ-TAM-003,12,9,0,ALWAYS
GZ-TAM-003,12,10,0,ALWAYS
GZ-TAM-003,12,11,0,ALWAYS
GZ-TAM-003,12,12,0,ALWAYS
GZ-TAM-003,12,13,0,ALWAYS
GZ-TAM-003,12,14,0,ALWAYS
GZ-TAM-003,12,15,0,ALWAYS
GZ-TAM-003,12,16,0,ALWAYS
GZ-TAM-003,12,17,0,ALWAYS
GZ-TAM-003,12,18,0,ALWAYS
GZ-TAM-003,12,19,0,ALWAYS
GZ-TAM-003,12,20,0,ALWAYS
GZ-TAM-003,12,21,0,ALWAYS
GZ-TAM-003,12,22,0,ALWAYS
GZ-TAM-003,12,23,0,ALWAYS
GZ-TAM-003,12,24,0,ALWAYS
GZ-TAM-003,12,25,0,ALWAYS
GZ-TAM-003,12,26,0,ALWAYS
GZ-TAM-003,12,27,0,ALWAYS
GZ-TAM-003,12,28,0,ALWAYS
GZ-TAM-003,12,29,0,ALWAYS
GZ-TAM-003,12,30,0,ALWAYS
GZ-TAM-003,13,1,0,ALWAYS
GZ-TAM-003,13,2,0,ALWAYS
GZ-TAM-003,13,3,0,ALWAYS
GZ-TAM-003,13,4,0,ALWAYS
GZ-TAM-003,13,5,0,ALWAYS
GZ-TAM-003,13,6,0,ALWAYS
GZ-TEA-002,1,1,0,ALWAYS
GZ-TEA-002,1,2,0,ALWAYS
GZ-TEA-002,1,3,0,ALWAYS
GZ-TEA-002,1,4,0,ALWAYS
GZ-TEA-002,1,5,0,ALWAYS
GZ-TEA-002,1,6,0,ALWAYS
GZ-TEA-002,1,7,0,ALWAYS
GZ-TEA-002,1,8,0,ALWAYS
GZ-TEA-002,1,9,0,ALWAYS
GZ-TEA-002,1,10,0,ALWAYS
GZ-TEA-002,1,11,0,ALWAYS
GZ-TEA-002,1,12,0,ALWAYS
GZ-TEA-002,1,13,0,ALWAYS
GZ-TEA-002,1,14,0,ALWAYS
GZ-TEA-002,1,15,0,ALWAYS
GZ-TEA-002,1,16,0,ALWAYS
GZ-TEA-002,1,17,0,ALWAYS
GZ-TEA-002,1,18,0,ALWAYS
GZ-TEA-002,1,19,0,ALWAYS
GZ-TEA-002,1,20,0,ALWAYS
GZ-TEA-002,1,21,0,ALWAYS
GZ-TEA-002,1,22,0,ALWAYS
GZ-TEA-002,1,23,0,ALWAYS
GZ-TEA-002,1,24,0,ALWAYS
GZ-TEA-002,1,25,0,ALWAYS
GZ-TEA-002,1,26,0,ALWAYS
GZ-TEA-002,1,27,0,ALWAYS
GZ-TEA-002,1,28,0,ALWAYS
GZ-TEA-002,1,29,0,ALWAYS
GZ-TEA-002,1,30,0,ALWAYS
GZ-TEA-002,2,1,0,ALWAYS
GZ-TEA-002,2,2,0,ALWAYS
GZ-TEA-002,2,3,0,ALWAYS
GZ-TEA-002,2,4,0,ALWAYS
GZ-TEA-002,2,5,0,ALWAYS
GZ-TEA-002,2,6,0,ALWAYS
GZ-TEA-002,2,7,0,ALWAYS
GZ-TEA-002,2,8,0,ALWAYS
GZ-TEA-002,2,9,0,ALWAYS
GZ-TEA-002,2,10,0,ALWAYS
GZ-TEA-002,2,11,0,ALWAYS
GZ-TEA-002,2,12,0,ALWAYS
GZ-TEA-002,2,13,0,ALWAYS
GZ-TEA-002,2,14,0,ALWAYS
GZ-TEA-002,2,15,0,ALWAYS
GZ-TEA-002,2,16,0,ALWAYS
GZ-TEA-002,2,17,0,ALWAYS
GZ-TEA-002,2,18,0,ALWAYS
GZ-TEA-002,2,19,0,ALWAYS
GZ-TEA-002,2,20,0,ALWAYS
GZ-TEA-002,2,21,0,ALWAYS
GZ-TEA-002,2,22,0,ALWAYS
GZ-TEA-002,2,23,0,ALWAYS
GZ-TEA-002,2,24,0,ALWAYS
GZ-TEA-002,2,25,0,ALWAYS
GZ-TEA-002,2,26,0,ALWAYS
GZ-TEA-002,2,27,0,ALWAYS
GZ-TEA-002,2,28,0,ALWAYS
GZ-TEA-002,2,29,0,ALWAYS
GZ-TEA-002,2,30,0,ALWAYS
GZ-TEA-002,3,1,0,ALWAYS
GZ-TEA-002,3,2,0,ALWAYS
GZ-TEA-002,3,3,0,ALWAYS
GZ-TEA-002,3,4,0,ALWAYS
GZ-TEA-002,3,5,0,ALWAYS
GZ-TEA-002,3,6,0,ALWAYS
GZ-TEA-002,3,7,0,ALWAYS
GZ-TEA-002,3,8,0,ALWAYS
GZ-TEA-002,3,9,0,ALWAYS
GZ-TEA-002,3,10,0,ALWAYS
GZ-TEA-002,3,11,0,ALWAYS
GZ-TEA-002,3,12,0,ALWAYS
GZ-TEA-002,3,13,0,ALWAYS
GZ-TEA-002,3,14,0,ALWAYS
GZ-TEA-002,3,15,0,ALWAYS
GZ-TEA-002,3,16,0,ALWAYS
GZ-TEA-002,3,17,0,ALWAYS
GZ-TEA-002,3,18,0,ALWAYS
GZ-TEA-002,3,19,0,ALWAYS
GZ-TEA-002,3,20,0,ALWAYS
GZ-TEA-002,3,21,0,ALWAYS
GZ-TEA-002,3,22,0,ALWAYS
GZ-TEA-002,3,23,0,ALWAYS
GZ-TEA-002,3,24,0,ALWAYS
GZ-TEA-002,3,25,0,ALWAYS
GZ-TEA-002,3,26,0,ALWAYS
GZ-TEA-002,3,27,0,ALWAYS
GZ-TEA-002,3,28,0,ALWAYS
GZ-TEA-002,3,29,0,ALWAYS
GZ-TEA-002,3,30,0,ALWAYS
GZ-TEA-002,4,1,0,ALWAYS
GZ-TEA-002,4,2,0,ALWAYS
GZ-TEA-002,4,3,0,ALWAYS
GZ-TEA-002,4,4,0,ALWAYS
GZ-TEA-002,4,5,0,ALWAYS
GZ-TEA-002,4,6,0,ALWAYS
GZ-TEA-002,4,7,0,ALWAYS
GZ-TEA-002,4,8,0,ALWAYS
GZ-TEA-002,4,9,0,ALWAYS
GZ-TEA-002,4,10,0,ALWAYS
GZ-TEA-002,4,11,0,ALWAYS
GZ-TEA-002,4,12,0,ALWAYS
GZ-TEA-002,4,13,0,ALWAYS
GZ-TEA-002,4,14,0,ALWAYS
GZ-TEA-002,4,15,0,ALWAYS
GZ-TEA-002,4,16,0,ALWAYS
GZ-TEA-002,4,17,0,ALWAYS
GZ-TEA-002,4,18,0,ALWAYS
GZ-TEA-002,4,19,0,ALWAYS
GZ-TEA-002,4,20,0,ALWAYS
GZ-TEA-002,4,21,0,ALWAYS
GZ-TEA-002,4,22,0,ALWAYS
GZ-TEA-002,4,23,0,ALWAYS
GZ-TEA-002,4,24,0,ALWAYS
GZ-TEA-002,4,25,0,ALWAYS
GZ-TEA-002,4,26,0,ALWAYS
GZ-TEA-002,4,27,0,ALWAYS
GZ-TEA-002,4,28,0,ALWAYS
GZ-TEA-002,4,29,0,ALWAYS
GZ-TEA-002,4,30,0,ALWAYS
GZ-TEA-002,5,1,0,ALWAYS
GZ-TEA-002,5,2,0,ALWAYS
GZ-TEA-002,5,3,0,ALWAYS
GZ-TEA-002,5,4,0,ALWAYS
GZ-TEA-002,5,5,0,ALWAYS
GZ-TEA-002,5,6,0,ALWAYS
GZ-TEA-002,5,7,0,ALWAYS
GZ-TEA-002,5,8,0,ALWAYS
GZ-TEA-002,5,9,0,ALWAYS
GZ-TEA-002,5,10,0,ALWAYS
GZ-TEA-002,5,11,0,ALWAYS
GZ-TEA-002,5,12,0,ALWAYS
GZ-TEA-002,5,13,0,ALWAYS
GZ-TEA-002,5,14,0,ALWAYS
GZ-TEA-002,5,15,0,ALWAYS
GZ-TEA-002,5,16,0,ALWAYS
GZ-TEA-002,5,17,0,ALWAYS
GZ-TEA-002,5,18,0,ALWAYS
GZ-TEA-002,5,19,0,ALWAYS
GZ-TEA-002,5,20,0,ALWAYS
GZ-TEA-002,5,21,0,ALWAYS
GZ-TEA-002,5,22,0,ALWAYS
GZ-TEA-002,5,23,0,ALWAYS
GZ-TEA-002,5,24,0,ALWAYS
GZ-TEA-002,5,25,0,ALWAYS
GZ-TEA-002,5,26,0,ALWAYS
GZ-TEA-002,5,27,0,ALWAYS
GZ-TEA-002,5,28,0,ALWAYS
GZ-TEA-002,5,29,0,ALWAYS
GZ-TEA-002,5,30,0,ALWAYS
GZ-TEA-002,6,1,0,ALWAYS
GZ-TEA-002,6,2,0,ALWAYS
GZ-TEA-002,6,3,0,ALWAYS
GZ-TEA-002,6,4,0,ALWAYS
GZ-TEA-002,6,5,0,ALWAYS
GZ-TEA-002,6,6,0,ALWAYS
GZ-TEA-002,6,7,0,ALWAYS
GZ-TEA-002,6,8,0,ALWAYS
GZ-TEA-002,6,9,0,ALWAYS
GZ-TEA-002,6,10,0,ALWAYS
GZ-TEA-002,6,11,0,ALWAYS
GZ-TEA-002,6,12,0,ALWAYS
GZ-TEA-002,6,13,0,ALWAYS
GZ-TEA-002,6,14,0,ALWAYS
GZ-TEA-002,6,15,0,ALWAYS
GZ-TEA-002,6,16,0,ALWAYS
GZ-TEA-002,6,17,0,ALWAYS
GZ-TEA-002,6,18,0,ALWAYS
GZ-TEA-002,6,19,0,ALWAYS
GZ-TEA-002,6,20,0,ALWAYS
GZ-TEA-002,6,21,0,ALWAYS
GZ-TEA-002,6,22,0,ALWAYS
GZ-TEA-002,6,23,0,ALWAYS
GZ-TEA-002,6,24,0,ALWAYS
GZ-TEA-002,6,25,0,ALWAYS
GZ-TEA-002,6,26,0,ALWAYS
GZ-TEA-002,6,27,0,ALWAYS
GZ-TEA-002,6,28,0,ALWAYS
GZ-TEA-002,6,29,0,ALWAYS
GZ-TEA-002,6,30,0,ALWAYS
GZ-TEA-002,7,1,0,ALWAYS
GZ-TEA-002,7,2,0,ALWAYS
GZ-TEA-002,7,3,0,ALWAYS
GZ-TEA-002,7,4,0,ALWAYS
GZ-TEA-002,7,5,0,ALWAYS
GZ-TEA-002,7,6,0,ALWAYS
GZ-TEA-002,7,7,0,ALWAYS
GZ-TEA-002,7,8,0,ALWAYS
GZ-TEA-002,7,9,0,ALWAYS
GZ-TEA-002,7,10,0,ALWAYS
GZ-TEA-002,7,11,0,ALWAYS
GZ-TEA-002,7,12,0,ALWAYS
GZ-TEA-002,7,13,0,ALWAYS
GZ-TEA-002,7,14,0,ALWAYS
GZ-TEA-002,7,15,0,ALWAYS
GZ-TEA-002,7,16,0,ALWAYS
GZ-TEA-002,7,17,0,ALWAYS
GZ-TEA-002,7,18,0,ALWAYS
GZ-TEA-002,7,19,0,ALWAYS
GZ-TEA-002,7,20,0,ALWAYS
GZ-TEA-002,7,21,0,ALWAYS
GZ-TEA-002,7,22,0,ALWAYS
GZ-TEA-002,7,23,0,ALWAYS
GZ-TEA-002,7,24,0,ALWAYS
GZ-TEA-002,7,25,0,ALWAYS
GZ-TEA-002,7,26,0,ALWAYS
GZ-TEA-002,7,27,0,ALWAYS
GZ-TEA-002,7,28,0,ALWAYS
GZ-TEA-002,7,29,0,ALWAYS
GZ-TEA-002,7,30,0,ALWAYS
GZ-TEA-002,8,1,0,ALWAYS
GZ-TEA-002,8,2,0,ALWAYS
GZ-TEA-002,8,3,0,ALWAYS
GZ-TEA-002,8,4,0,ALWAYS
GZ-TEA-002,8,5,0,ALWAYS
GZ-TEA-002,8,6,0,ALWAYS
GZ-TEA-002,8,7,0,ALWAYS
GZ-TEA-002,8,8,0,ALWAYS
GZ-TEA-002,8,9,0,ALWAYS
GZ-TEA-002,8,10,0,ALWAYS
GZ-TEA-002,8,11,0,ALWAYS
GZ-TEA-002,8,12,0,ALWAYS
GZ-TEA-002,8,13,0,ALWAYS
GZ-TEA-002,8,14,0,ALWAYS
GZ-TEA-002,8,15,0,ALWAYS
GZ-TEA-002,8,16,0,ALWAYS
GZ-TEA-002,8,17,0,ALWAYS
GZ-TEA-002,8,18,0,ALWAYS
GZ-TEA-002,8,19,0,ALWAYS
GZ-TEA-002,8,20,0,ALWAYS
GZ-TEA-002,8,21,0,ALWAYS
GZ-TEA-002,8,22,0,ALWAYS
GZ-TEA-002,8,23,0,ALWAYS
GZ-TEA-002,8,24,0,ALWAYS
GZ-TEA-002,8,25,0,ALWAYS
GZ-TEA-002,8,26,0,ALWAYS
GZ-TEA-002,8,27,0,ALWAYS
GZ-TEA-002,8,28,0,ALWAYS
GZ-TEA-002,8,29,0,ALWAYS
GZ-TEA-002,8,30,0,ALWAYS
GZ-TEA-002,9,1,0,ALWAYS
GZ-TEA-002,9,2,0,ALWAYS
GZ-TEA-002,9,3,0,ALWAYS
GZ-TEA-002,9,4,0,ALWAYS
GZ-TEA-002,9,5,0,ALWAYS
GZ-TEA-002,9,6,0,ALWAYS
GZ-TEA-002,9,7,0,ALWAYS
GZ-TEA-002,9,8,0,ALWAYS
GZ-TEA-002,9,9,0,ALWAYS
GZ-TEA-002,9,10,0,ALWAYS
GZ-TEA-002,9,11,0,ALWAYS
GZ-TEA-002,9,12,0,ALWAYS
GZ-TEA-002,9,13,0,ALWAYS
GZ-TEA-002,9,14,0,ALWAYS
GZ-TEA-002,9,15,0,ALWAYS
GZ-TEA-002,9,16,0,ALWAYS
GZ-TEA-002,9,17,0,ALWAYS
GZ-TEA-002,9,18,0,ALWAYS
GZ-TEA-002,9,19,0,ALWAYS
GZ-TEA-002,9,20,0,ALWAYS
GZ-TEA-002,9,21,0,ALWAYS
GZ-TEA-002,9,22,0,ALWAYS
GZ-TEA-002,9,23,0,ALWAYS
GZ-TEA-002,9,24,0,ALWAYS
GZ-TEA-002,9,25,0,ALWAYS
GZ-TEA-002,9,26,0,ALWAYS
GZ-TEA-002,9,27,0,ALWAYS
GZ-TEA-002,9,28,0,ALWAYS
GZ-TEA-002,9,29,0,ALWAYS
GZ-TEA-002,9,30,0,ALWAYS
GZ-TEA-002,10,1,0,ALWAYS
GZ-TEA-002,10,2,0,ALWAYS
GZ-TEA-002,10,3,0,ALWAYS
GZ-TEA-002,10,4,0,ALWAYS
GZ-TEA-002,10,5,0,ALWAYS
GZ-TEA-002,10,6,0,ALWAYS
GZ-TEA-002,10,7,0,ALWAYS
GZ-TEA-002,10,8,0,ALWAYS
GZ-TEA-002,10,9,0,ALWAYS
GZ-TEA-002,10,10,0,ALWAYS
GZ-TEA-002,10,11,0,ALWAYS
GZ-TEA-002,10,12,0,ALWAYS
GZ-TEA-002,10,13,0,ALWAYS
GZ-TEA-002,10,14,0,ALWAYS
GZ-TEA-002,10,15,0,ALWAYS
GZ-TEA-002,10,16,0,ALWAYS
GZ-TEA-002,10,17,0,ALWAYS
GZ-TEA-002,10,18,0,ALWAYS
GZ-TEA-002,10,19,0,ALWAYS
GZ-TEA-002,10,20,0,ALWAYS
GZ-TEA-002,10,21,0,ALWAYS
GZ-TEA-002,10,22,0,ALWAYS
GZ-TEA-002,10,23,0,ALWAYS
GZ-TEA-002,10,24,0,ALWAYS
GZ-TEA-002,10,25,0,ALWAYS
GZ-TEA-002,10,26,0,ALWAYS
GZ-TEA-002,10,27,0,ALWAYS
GZ-TEA-002,10,28,0,ALWAYS
GZ-TEA-002,10,29,0,ALWAYS
GZ-TEA-002,10,30,0,ALWAYS
GZ-TEA-002,11,1,0,ALWAYS
GZ-TEA-002,11,2,0,ALWAYS
GZ-TEA-002,11,3,0,ALWAYS
GZ-TEA-002,11,4,0,ALWAYS
GZ-TEA-002,11,5,0,ALWAYS
GZ-TEA-002,11,6,0,ALWAYS
GZ-TEA-002,11,7,0,ALWAYS
GZ-TEA-002,11,8,0,ALWAYS
GZ-TEA-002,11,9,0,ALWAYS
GZ-TEA-002,11,10,0,ALWAYS
GZ-TEA-002,11,11,0,ALWAYS
GZ-TEA-002,11,12,0,ALWAYS
GZ-TEA-002,11,13,0,ALWAYS
GZ-TEA-002,11,14,0,ALWAYS
GZ-TEA-002,11,15,0,ALWAYS
GZ-TEA-002,11,16,0,ALWAYS
GZ-TEA-002,11,17,0,ALWAYS
GZ-TEA-002,11,18,0,ALWAYS
GZ-TEA-002,11,19,0,ALWAYS
GZ-TEA-002,11,20,0,ALWAYS
GZ-TEA-002,11,21,0,ALWAYS
GZ-TEA-002,11,22,0,ALWAYS
GZ-TEA-002,11,23,0,ALWAYS
GZ-TEA-002,11,24,0,ALWAYS
GZ-TEA-002,11,25,0,ALWAYS
GZ-TEA-002,11,26,0,ALWAYS
GZ-TEA-002,11,27,0,ALWAYS
GZ-TEA-002,11,28,0,ALWAYS
GZ-TEA-002,11,29,0,ALWAYS
GZ-TEA-002,11,30,0,ALWAYS
GZ-TEA-002,12,1,0,ALWAYS
GZ-TEA-002,12,2,0,ALWAYS
GZ-TEA-002,12,3,0,ALWAYS
GZ-TEA-002,12,4,0,ALWAYS
GZ-TEA-002,12,5,0,ALWAYS
GZ-TEA-002,12,6,0,ALWAYS
GZ-TEA-002,12,7,0,ALWAYS
GZ-TEA-002,12,8,0,ALWAYS
GZ-TEA-002,12,9,0,ALWAYS
GZ-TEA-002,12,10,0,ALWAYS
GZ-TEA-002,12,11,0,ALWAYS
GZ-TEA-002,12,12,0,ALWAYS
GZ-TEA-002,12,13,0,ALWAYS
GZ-TEA-002,12,14,0,ALWAYS
GZ-TEA-002,12,15,0,ALWAYS
GZ-TEA-002,12,16,0,ALWAYS
GZ-TEA-002,12,17,0,ALWAYS
GZ-TEA-002,12,18,0,ALWAYS
GZ-TEA-002,12,19,0,ALWAYS
GZ-TEA-002,12,20,0,ALWAYS
GZ-TEA-002,12,21,0,ALWAYS
GZ-TEA-002,12,22,0,ALWAYS
GZ-TEA-002,12,23,0,ALWAYS
GZ-TEA-002,12,24,0,ALWAYS
GZ-TEA-002,12,25,0,ALWAYS
GZ-TEA-002,12,26,0,ALWAYS
GZ-TEA-002,12,27,0,ALWAYS
GZ-TEA-002,12,28,0,ALWAYS
GZ-TEA-002,12,29,0,ALWAYS
GZ-TEA-002,12,30,0,ALWAYS
GZ-TEA-002,13,1,0,ALWAYS
GZ-TEA-002,13,2,0,ALWAYS
GZ-TEA-002,13,3,0,ALWAYS
GZ-TEA-002,13,4,0,ALWAYS
GZ-TEA-002,13,5,0,ALWAYS
GZ-TEA-002,13,6,0,ALWAYS
GZ-TEA-003,1,1,0,ALWAYS
GZ-TEA-003,1,2,0,ALWAYS
GZ-TEA-003,1,3,0,ALWAYS
GZ-TEA-003,1,4,0,ALWAYS
GZ-TEA-003,1,5,0,ALWAYS
GZ-TEA-003,1,6,0,ALWAYS
GZ-TEA-003,1,7,0,ALWAYS
GZ-TEA-003,1,8,0,ALWAYS
GZ-TEA-003,1,9,0,ALWAYS
GZ-TEA-003,1,10,0,ALWAYS
GZ-TEA-003,1,11,0,ALWAYS
GZ-TEA-003,1,12,0,ALWAYS
GZ-TEA-003,1,13,0,ALWAYS
GZ-TEA-003,1,14,0,ALWAYS
GZ-TEA-003,1,15,0,ALWAYS
GZ-TEA-003,1,16,0,ALWAYS
GZ-TEA-003,1,17,0,ALWAYS
GZ-TEA-003,1,18,0,ALWAYS
GZ-TEA-003,1,19,0,ALWAYS
GZ-TEA-003,1,20,0,ALWAYS
GZ-TEA-003,1,21,0,ALWAYS
GZ-TEA-003,1,22,0,ALWAYS
GZ-TEA-003,1,23,0,ALWAYS
GZ-TEA-003,1,24,0,ALWAYS
GZ-TEA-003,1,25,0,ALWAYS
GZ-TEA-003,1,26,0,ALWAYS
GZ-TEA-003,1,27,0,ALWAYS
GZ-TEA-003,1,28,0,ALWAYS
GZ-TEA-003,1,29,0,ALWAYS
GZ-TEA-003,1,30,0,ALWAYS
GZ-TEA-003,2,1,0,ALWAYS
GZ-TEA-003,2,2,0,ALWAYS
GZ-TEA-003,2,3,0,ALWAYS
GZ-TEA-003,2,4,0,ALWAYS
GZ-TEA-003,2,5,0,ALWAYS
GZ-TEA-003,2,6,0,ALWAYS
GZ-TEA-003,2,7,0,ALWAYS
GZ-TEA-003,2,8,0,ALWAYS
GZ-TEA-003,2,9,0,ALWAYS
GZ-TEA-003,2,10,0,ALWAYS
GZ-TEA-003,2,11,0,ALWAYS
GZ-TEA-003,2,12,0,ALWAYS
GZ-TEA-003,2,13,0,ALWAYS
GZ-TEA-003,2,14,0,ALWAYS
GZ-TEA-003,2,15,0,ALWAYS
GZ-TEA-003,2,16,0,ALWAYS
GZ-TEA-003,2,17,0,ALWAYS
GZ-TEA-003,2,18,0,ALWAYS
GZ-TEA-003,2,19,0,ALWAYS
GZ-TEA-003,2,20,0,ALWAYS
GZ-TEA-003,2,21,0,ALWAYS
GZ-TEA-003,2,22,0,ALWAYS
GZ-TEA-003,2,23,0,ALWAYS
GZ-TEA-003,2,24,0,ALWAYS
GZ-TEA-003,2,25,0,ALWAYS
GZ-TEA-003,2,26,0,ALWAYS
GZ-TEA-003,2,27,0,ALWAYS
GZ-TEA-003,2,28,0,ALWAYS
GZ-TEA-003,2,29,0,ALWAYS
GZ-TEA-003,2,30,0,ALWAYS
GZ-TEA-003,3,1,0,ALWAYS
GZ-TEA-003,3,2,0,ALWAYS
GZ-TEA-003,3,3,0,ALWAYS
GZ-TEA-003,3,4,0,ALWAYS
GZ-TEA-003,3,5,0,ALWAYS
GZ-TEA-003,3,6,0,ALWAYS
GZ-TEA-003,3,7,0,ALWAYS
GZ-TEA-003,3,8,0,ALWAYS
GZ-TEA-003,3,9,0,ALWAYS
GZ-TEA-003,3,10,0,ALWAYS
GZ-TEA-003,3,11,0,ALWAYS
GZ-TEA-003,3,12,0,ALWAYS
GZ-TEA-003,3,13,0,ALWAYS
GZ-TEA-003,3,14,0,ALWAYS
GZ-TEA-003,3,15,0,ALWAYS
GZ-TEA-003,3,16,0,ALWAYS
GZ-TEA-003,3,17,0,ALWAYS
GZ-TEA-003,3,18,0,ALWAYS
GZ-TEA-003,3,19,0,ALWAYS
GZ-TEA-003,3,20,0,ALWAYS
GZ-TEA-003,3,21,0,ALWAYS
GZ-TEA-003,3,22,0,ALWAYS
GZ-TEA-003,3,23,0,ALWAYS
GZ-TEA-003,3,24,0,ALWAYS
GZ-TEA-003,3,25,0,ALWAYS
GZ-TEA-003,3,26,0,ALWAYS
GZ-TEA-003,3,27,0,ALWAYS
GZ-TEA-003,3,28,0,ALWAYS
GZ-TEA-003,3,29,0,ALWAYS
GZ-TEA-003,3,30,0,ALWAYS
GZ-TEA-003,4,1,0,ALWAYS
GZ-TEA-003,4,2,0,ALWAYS
GZ-TEA-003,4,3,0,ALWAYS
GZ-TEA-003,4,4,0,ALWAYS
GZ-TEA-003,4,5,0,ALWAYS
GZ-TEA-003,4,6,0,ALWAYS
GZ-TEA-003,4,7,0,ALWAYS
GZ-TEA-003,4,8,0,ALWAYS
GZ-TEA-003,4,9,0,ALWAYS
GZ-TEA-003,4,10,0,ALWAYS
GZ-TEA-003,4,11,0,ALWAYS
GZ-TEA-003,4,12,0,ALWAYS
GZ-TEA-003,4,13,0,ALWAYS
GZ-TEA-003,4,14,0,ALWAYS
GZ-TEA-003,4,15,0,ALWAYS
GZ-TEA-003,4,16,0,ALWAYS
GZ-TEA-003,4,17,0,ALWAYS
GZ-TEA-003,4,18,0,ALWAYS
GZ-TEA-003,4,19,0,ALWAYS
GZ-TEA-003,4,20,0,ALWAYS
GZ-TEA-003,4,21,0,ALWAYS
GZ-TEA-003,4,22,0,ALWAYS
GZ-TEA-003,4,23,0,ALWAYS
GZ-TEA-003,4,24,0,ALWAYS
GZ-TEA-003,4,25,0,ALWAYS
GZ-TEA-003,4,26,0,ALWAYS
GZ-TEA-003,4,27,0,ALWAYS
GZ-TEA-003,4,28,0,ALWAYS
GZ-TEA-003,4,29,0,ALWAYS
GZ-TEA-003,4,30,0,ALWAYS
GZ-TEA-003,5,1,0,ALWAYS
GZ-TEA-003,5,2,0,ALWAYS
GZ-TEA-003,5,3,0,ALWAYS
GZ-TEA-003,5,4,0,ALWAYS
GZ-TEA-003,5,5,0,ALWAYS
GZ-TEA-003,5,6,0,ALWAYS
GZ-TEA-003,5,7,0,ALWAYS
GZ-TEA-003,5,8,0,ALWAYS
GZ-TEA-003,5,9,0,ALWAYS
GZ-TEA-003,5,10,0,ALWAYS
GZ-TEA-003,5,11,0,ALWAYS
GZ-TEA-003,5,12,0,ALWAYS
GZ-TEA-003,5,13,0,ALWAYS
GZ-TEA-003,5,14,0,ALWAYS
GZ-TEA-003,5,15,0,ALWAYS
GZ-TEA-003,5,16,0,ALWAYS
GZ-TEA-003,5,17,0,ALWAYS
GZ-TEA-003,5,18,0,ALWAYS
GZ-TEA-003,5,19,0,ALWAYS
GZ-TEA-003,5,20,0,ALWAYS
GZ-TEA-003,5,21,0,ALWAYS
GZ-TEA-003,5,22,0,ALWAYS
GZ-TEA-003,5,23,0,ALWAYS
GZ-TEA-003,5,24,0,ALWAYS
